rating,calories,protein,fat,sodium
3.75,385,32,25,774
4.375,385,37,21,112
3.75,385,55,14,269
0,386,3,11,21
3.75,386,3,18,19
5,386,5,7,435
4.375,386,8,3,336
4.375,386,10,14,57
4.375,386,10,21,891
4.375,386,10,26,509
3.75,386,12,19,308
4.375,386,13,31,567
4.375,386,16,30,728
4.375,386,16,31,722
4.375,386,17,30,253
3.75,386,18,24,797
3.125,386,22,30,619
3.75,386,35,9,1204
4.375,387,3,18,182
0,387,3,41,684
4.375,387,4,20,124
4.375,387,4,23,79
4.375,387,5,21,101
4.375,387,5,22,150
5,387,6,22,68
3.125,387,10,14,136
4.375,387,14,34,407
4.375,387,17,33,492
3.75,387,21,24,2258
4.375,387,23,21,1840
4.375,387,28,24,1071
4.375,387,37,4,713
5,388,3,17,15
3.75,388,5,15,56
3.125,388,5,31,143
3.75,388,6,22,82
3.125,388,15,24,4018
5,388,17,24,534
2.5,388,20,17,542
5,388,21,26,80
5,388,24,32,384
4.375,388,25,26,429
4.375,388,31,11,1203
4.375,388,43,15,80
5,389,1,0,13
3.75,389,5,19,120
4.375,389,5,22,38
3.75,389,5,25,166
4.375,389,9,14,61
4.375,389,11,24,318
4.375,389,15,31,1315
4.375,389,22,20,741
4.375,389,25,29,664
3.75,389,27,23,350
3.75,389,29,23,625
4.375,389,30,24,480
3.75,389,31,12,1285
4.375,389,46,21,803
4.375,390,5,23,125
4.375,390,7,17,379
5,390,7,23,191
3.75,390,8,21,114
3.75,390,8,23,61
1.25,390,9,17,403
4.375,390,9,32,363
4.375,390,10,21,240
4.375,390,14,20,593
4.375,390,14,35,248
3.75,390,17,31,211
4.375,390,22,22,431
4.375,390,37,22,318
3.75,390,46,13,203
3.75,391,1,42,273
1.25,391,2,39,848
4.375,391,5,20,168
3.75,391,5,26,247
3.125,391,5,26,466
4.375,391,6,21,19
3.75,391,7,27,813
3.75,391,8,34,270
3.125,391,9,10,245
3.75,391,9,19,510
4.375,391,9,22,128
4.375,391,13,11,73
3.125,391,54,13,327
3.75,391,55,17,125
3.75,392,2,41,35
4.375,392,4,15,137
3.75,392,5,18,1181
5,392,6,26,680
2.5,392,9,14,28
1.875,392,10,28,910
4.375,392,11,38,231
3.125,392,12,19,656
4.375,392,13,22,354
3.75,392,18,35,92
4.375,392,20,34,542
3.75,392,21,22,201
4.375,392,25,19,288
4.375,392,25,25,1112
4.375,392,41,14,276
3.75,392,56,14,152
3.75,393,1,39,848
0,393,6,22,65
4.375,393,7,11,179
4.375,393,8,4,634
0,393,9,19,132
4.375,393,11,11,60
4.375,393,19,21,914
4.375,393,21,31,1008
3.75,393,23,22,1088
1.25,393,25,29,248
5,393,27,11,420
4.375,393,35,24,570
4.375,394,2,25,23
1.25,394,2,41,58
5,394,5,12,105
3.75,394,5,18,173
4.375,394,6,18,25
4.375,394,7,13,205
5,394,7,27,144
4.375,394,9,12,654
3.75,394,9,20,8
4.375,394,9,20,188
3.125,394,13,22,262
2.5,394,14,12,36
4.375,394,17,27,860
4.375,394,18,8,787
4.375,394,20,16,1658
4.375,394,23,28,907
1.25,394,34,26,765
5,395,1,28,88
3.75,395,9,11,439
4.375,395,9,11,687
4.375,395,9,12,323
4.375,395,9,31,401
3.75,395,10,19,621
5,395,11,12,657
3.75,395,13,32,688
3.75,395,14,12,1012
5,395,15,30,653
4.375,395,16,16,737
3.75,395,18,26,870
4.375,395,18,31,514
4.375,395,19,28,1592
5,395,21,18,939
4.375,395,22,19,498
5,395,24,23,80
5,395,33,18,199
5,395,45,21,973
3.75,395,63,12,219
3.75,396,10,21,124
5,396,10,24,607
4.375,396,12,32,398
4.375,396,13,29,455
4.375,396,14,11,182
5,396,15,21,648
5,396,15,36,60
3.125,396,16,24,462
3.125,396,16,26,583
4.375,396,17,31,913
4.375,396,18,26,135
3.125,396,28,27,768
3.75,396,31,28,694
5,396,33,3,437
4.375,396,47,13,2133
1.25,397,1,36,957
4.375,397,1,43,279
3.75,397,2,1,33
4.375,397,3,2,8
5,397,4,13,221
4.375,397,4,20,54
5,397,4,22,220
3.75,397,5,18,77
0,397,5,21,250
3.75,397,7,19,64
4.375,397,9,36,451
4.375,397,16,23,690
5,397,18,33,695
3.125,397,20,10,1392
3.75,397,20,22,634
3.125,397,24,12,1202
3.75,397,30,19,165
5,397,32,12,763
3.75,397,34,19,1288
4.375,397,35,18,953
4.375,397,38,15,974
4.375,397,43,8,523
4.375,397,50,16,442
5,398,1,42,293
3.75,398,3,16,108
5,398,5,11,84
5,398,5,20,145
3.75,398,5,41,114
3.75,398,6,23,79
3.125,398,7,23,285
0,398,11,1,561
3.125,398,11,21,67
3.75,398,14,18,305
4.375,398,15,26,490
4.375,398,16,35,504
3.75,398,19,21,529
4.375,398,25,21,2493
3.75,398,27,24,969
4.375,398,32,6,1600
3.75,398,40,21,155
3.75,398,47,5,55097
4.375,399,2,1,1
3.75,399,6,12,181
4.375,399,7,20,359
4.375,399,7,36,483
4.375,399,8,24,473
5,399,8,35,231
0,399,11,31,485
3.75,399,21,30,515
4.375,399,29,18,142
3.125,399,34,17,728
3.125,399,40,21,319
4.375,399,54,15,198
3.75,399,55,15,332
3.125,400,1,0,5
3.75,400,5,18,189
4.375,400,5,21,230
5,400,6,25,174
4.375,400,9,3,25
3.75,400,10,20,406
4.375,400,13,37,574
3.75,400,14,21,664
4.375,400,17,7,902
3.125,400,19,26,855
4.375,400,21,31,582
4.375,400,25,29,1044
4.375,400,26,13,139
4.375,400,26,22,690
3.75,400,30,13,3149
3.75,400,35,28,102
3.75,400,37,22,193
4.375,400,38,26,271
5,401,3,11,48
3.75,401,4,32,29
4.375,401,6,27,29
4.375,401,10,15,25
4.375,401,10,26,692
3.75,401,13,5,420
5,401,14,19,369
3.75,401,15,16,571
3.75,401,18,20,752
4.375,401,22,18,402
4.375,401,28,26,2330
3.75,401,35,22,787
4.375,401,56,17,352
4.375,402,0,0,3
4.375,402,0,45,480
1.875,402,1,40,17
4.375,402,5,23,147
5,402,10,32,843
1.875,402,11,15,112
4.375,402,16,21,479
4.375,402,17,15,203
4.375,402,19,9,330
2.5,402,19,24,1020
4.375,402,23,16,272
3.75,402,25,30,488
3.75,402,27,23,1635
4.375,402,48,14,787
4.375,403,1,0,9
4.375,403,4,12,272
4.375,403,5,19,243
4.375,403,8,25,604
4.375,403,9,6,317
0,403,10,18,176
4.375,403,10,28,58
3.125,403,13,29,83
4.375,403,14,23,691
4.375,403,18,23,1439
3.75,403,19,20,475
4.375,403,19,25,703
5,403,20,20,233
4.375,403,22,26,650
3.75,403,40,20,868
4.375,403,42,15,151
4.375,403,42,15,480
0,404,0,45,335
4.375,404,1,15,52
3.75,404,4,17,57
3.75,404,4,28,40
4.375,404,5,41,514
5,404,6,18,545
4.375,404,9,15,189
4.375,404,11,19,236
4.375,404,12,32,528
4.375,404,13,24,645
4.375,404,17,18,817
3.125,404,18,10,1305
4.375,404,20,11,112
4.375,404,21,29,408
4.375,404,36,24,460
5,404,49,11,175
4.375,405,1,24,14
5,405,3,36,597
5,405,4,21,51
5,405,6,13,383
4.375,405,6,15,163
3.75,405,7,32,494
3.125,405,10,14,252
3.75,405,11,4,1233
5,405,12,24,531
4.375,405,17,16,187
4.375,405,25,28,795
4.375,405,26,30,280
3.125,405,27,30,1271
4.375,405,31,15,905
3.75,405,32,25,98
3.75,405,33,18,1104
3.75,406,0,0,10
4.375,406,2,42,316
3.125,406,6,16,250
4.375,406,6,29,150
4.375,406,9,20,169
3.125,406,10,8,556
3.75,406,16,30,917
3.75,406,18,20,305
2.5,406,19,21,1384
4.375,406,31,17,1401
4.375,406,32,22,763
4.375,406,52,17,829
4.375,406,55,15,321
0,406,74,8,307
3.75,407,5,41,1008
4.375,407,8,21,259
5,407,8,23,177
3.75,407,8,28,437
2.5,407,10,11,23
4.375,407,10,28,108
5,407,13,26,481
3.75,407,20,28,818
4.375,407,28,19,93
4.375,407,29,14,892
4.375,407,35,25,106
3.75,407,36,26,734
3.75,407,53,20,107
3.125,408,3,42,197
4.375,408,6,17,184
3.75,408,9,9,94
4.375,408,9,20,461
4.375,408,10,19,996
3.75,408,12,21,689
3.75,408,19,24,114
4.375,408,21,14,372
3.75,408,21,17,558
1.25,408,24,31,728
4.375,408,26,10,906
4.375,408,28,32,717
3.75,408,36,28,93
4.375,408,45,22,193
0,409,0,0,2
4.375,409,4,12,8
5,409,5,17,359
4.375,409,5,24,162
5,409,6,26,334
0,409,7,23,499
4.375,409,9,37,283
5,409,10,29,164
4.375,409,12,28,274
3.125,409,12,35,795
3.125,409,16,19,404
4.375,409,21,21,725
4.375,409,27,19,420
3.75,409,29,29,155
4.375,409,36,27,186
3.75,409,37,13,1281
5,409,40,25,616
4.375,409,40,25,833
4.375,410,1,3,41
4.375,410,5,44,360
3.75,410,6,29,60
4.375,410,14,19,1060
4.375,410,14,20,468
3.75,410,14,25,1162
3.125,410,21,27,755
4.375,410,22,19,1282
4.375,410,23,29,1097
3.75,410,24,27,1033
3.75,410,34,24,1554
3.125,410,43,19,686
0,411,0,46,1
3.75,411,3,30,191
3.75,411,6,32,685
5,411,7,29,256
5,411,11,39,292
0,411,12,22,1050
5,411,13,15,946
2.5,411,16,18,387
3.125,411,17,20,635
4.375,411,18,27,659
4.375,411,18,33,867
0,411,19,19,521
3.75,411,19,30,663
4.375,411,21,22,493
2.5,411,21,29,1347
3.75,411,23,5,1257
3.75,411,23,28,1544
3.125,411,37,25,467
5,411,72,9,421
0,412,1,0,16
4.375,412,2,24,384
4.375,412,3,6,159
3.125,412,4,19,46
5,412,4,37,77
4.375,412,6,36,1717
3.75,412,7,26,901
3.75,412,8,18,147
3.75,412,10,19,498
5,412,10,25,436
4.375,412,10,26,341
3.75,412,21,24,2811
4.375,412,23,34,1033
4.375,412,24,7,1198
4.375,412,24,32,968
3.75,412,27,23,2492
3.75,412,30,12,976
3.75,412,30,25,1037
5,412,40,17,1778
5,412,75,10,293
4.375,413,6,14,2642
0,413,7,22,76
4.375,413,8,35,4051
4.375,413,9,15,322
4.375,413,10,20,370
4.375,413,12,29,594
3.75,413,14,12,302
2.5,413,22,35,260
4.375,413,30,28,57
4.375,413,31,29,1403
2.5,413,39,20,420
0,413,44,18,129
3.125,414,5,13,343
5,414,5,17,58
4.375,414,5,37,310
3.75,414,6,30,29
4.375,414,7,24,155
5,414,8,1,6
3.125,414,8,12,495
4.375,414,12,19,18
4.375,414,14,39,609
1.25,414,17,19,860
4.375,414,20,13,187
4.375,414,20,29,998
3.75,414,26,19,1088
2.5,414,31,20,1716
4.375,414,34,29,523
4.375,414,55,12,1142
5,415,1,44,768
4.375,415,2,2,36
4.375,415,6,24,47
4.375,415,7,24,536
4.375,415,13,26,983
4.375,415,16,16,621
3.75,415,18,10,327
3.75,415,40,23,3854
3.75,415,47,20,679
5,415,48,15,1333
4.375,415,72,11,8112
4.375,416,3,16,36
3.75,416,7,25,126
3.75,416,8,35,105
0,416,9,18,193
3.125,416,12,20,474
4.375,416,13,25,385
5,416,14,8,771
4.375,416,14,19,598
4.375,416,18,25,896
4.375,416,19,19,647
0,416,23,15,13806
3.75,416,25,33,86
3.75,416,27,18,141
4.375,416,28,24,252
4.375,416,29,20,1213
3.75,416,30,24,949
4.375,416,34,29,539
3.75,416,38,25,228
5,416,46,21,707
3.75,416,60,2,1290
5,417,0,0,3
5,417,4,24,110
4.375,417,5,11,43
4.375,417,6,11,43
4.375,417,8,11,211
0,417,10,8,66
3.75,417,11,14,162
4.375,417,11,25,135
0,417,14,20,901
3.75,417,14,29,626
4.375,417,14,34,449
3.125,417,18,25,936
3.125,417,21,31,329
3.75,417,23,13,942
4.375,417,29,31,89
3.125,417,34,27,286
5,417,37,14,693
4.375,417,43,26,257
4.375,417,46,25,127
4.375,417,50,19,1362
5,417,53,20,132220
4.375,418,1,45,335
4.375,418,5,11,27
0,418,6,42,1264
3.75,418,8,33,363
2.5,418,10,15,141
5,418,12,33,706
3.75,418,14,24,468
4.375,418,16,30,641
4.375,418,21,19,1219
4.375,418,27,19,1846
4.375,418,29,19,1350
4.375,418,36,28,125
4.375,418,55,15,162
4.375,419,1,0,2
4.375,419,5,24,68
5,419,7,19,124
3.125,419,8,16,285
5,419,14,13,349
4.375,419,16,18,47
0,419,19,15,328
3.75,419,19,35,831
3.125,419,20,13,619
4.375,419,23,33,934
0,419,30,22,802
4.375,419,30,30,751
3.125,419,32,29,82
4.375,419,50,14,1209
5,420,5,23,111
3.75,420,7,5,67
3.75,420,7,19,294
4.375,420,9,17,42
3.75,420,9,21,127
3.75,420,9,22,448
3.75,420,10,13,224
1.875,420,14,16,168
3.75,420,19,21,412
4.375,420,21,25,576
4.375,420,27,14,79
2.5,420,27,20,580
3.75,420,28,23,1124
3.75,420,41,17,802
3.75,420,54,20,408
4.375,421,5,9,114
3.75,421,5,16,168
5,421,8,20,302
4.375,421,8,24,373
5,421,10,33,383
5,421,12,26,965
3.75,421,13,13,172
4.375,421,19,33,666
4.375,421,21,29,743
4.375,421,28,28,173
2.5,421,32,7,703
4.375,421,33,5,205
4.375,421,37,27,422
4.375,421,44,18,160
4.375,422,0,45,0
3.75,422,0,47,0
4.375,422,3,40,108
3.75,422,3,43,74
3.75,422,4,13,142
4.375,422,4,15,6
3.125,422,5,31,49
0,422,6,32,86
3.125,422,8,23,100
3.125,422,9,18,307
4.375,422,15,19,589
3.75,422,18,12,382
3.75,422,18,36,950
4.375,422,19,9,340
4.375,422,21,22,732
3.75,422,22,31,103
4.375,422,27,21,746
5,422,33,25,449
3.75,422,35,30,684
4.375,422,42,22,309
5,422,55,16,1370
5,423,5,12,143
4.375,423,6,44,863
4.375,423,9,40,342
4.375,423,12,16,42
4.375,423,35,30,215
4.375,423,43,19,157
3.125,423,54,15,2217
3.75,424,4,36,47
4.375,424,5,26,133
5,424,6,8,104
4.375,424,6,19,88
4.375,424,6,36,646
3.75,424,12,12,164
4.375,424,12,32,477
3.75,424,16,37,531
4.375,424,22,35,849
3.75,424,31,26,1739
3.75,424,42,16,785
3.125,424,43,19,319
3.75,425,0,45,382
3.75,425,2,45,260
3.75,425,3,43,37
5,425,5,26,301
3.75,425,6,23,48
3.75,425,6,23,186
5,425,7,43,684
4.375,425,9,20,660
4.375,425,10,16,798
5,425,11,16,238
4.375,425,11,23,45351
3.75,425,12,13,385
4.375,425,13,25,225
5,425,15,27,129
4.375,425,17,16,246
3.75,425,17,17,476
4.375,425,18,24,706
3.75,425,22,16,651
4.375,425,29,28,1015
4.375,425,30,28,457
3.125,425,38,24,185
4.375,425,40,21,369
4.375,425,49,20,132025
4.375,426,2,12,29
4.375,426,2,17,219
4.375,426,4,25,309
4.375,426,4,30,191
1.25,426,5,24,250
3.75,426,5,24,311
1.25,426,5,27,160
0,426,5,34,1186
4.375,426,6,10,46
3.75,426,8,17,355
5,426,8,27,119
3.75,426,9,16,199
5,426,9,28,272
4.375,426,9,28,408
4.375,426,9,31,244
3.75,426,10,13,399
1.25,426,10,19,116
4.375,426,11,21,562
4.375,426,17,24,530
3.75,426,18,27,468
2.5,426,30,7,559
5,426,31,28,827
4.375,426,32,21,378
3.75,426,35,30,105
0,427,4,25,310
4.375,427,6,20,198
4.375,427,7,16,61
0,427,8,24,524
3.125,427,13,12,93
4.375,427,15,23,135
3.75,427,15,26,772
3.75,427,20,29,315
4.375,427,21,24,591
4.375,427,24,25,953
3.75,427,26,17,1021
3.75,427,27,22,1117
3.125,427,29,16,1177
3.125,427,34,21,556
4.375,427,36,17,1298
4.375,427,38,22,330
5,428,0,0,16
0,428,2,43,689
4.375,428,3,37,280
4.375,428,4,30,52
4.375,428,4,33,230
3.125,428,5,36,802
3.75,428,8,18,134
3.125,428,10,20,313
3.75,428,12,14,381
3.75,428,12,19,77
4.375,428,13,17,159
4.375,428,13,25,505
0,428,17,10,676
4.375,428,17,25,1039
3.75,428,20,10,703
4.375,428,20,19,748
5,428,24,21,445
4.375,428,31,9,96
4.375,428,35,17,611
4.375,428,37,17,443
4.375,428,39,24,105
3.75,428,57,17,188
5,429,2,5,8
3.125,429,3,41,255
3.75,429,4,16,181
4.375,429,5,20,116
4.375,429,6,24,382
3.75,429,9,16,406
4.375,429,10,30,332
5,429,10,40,496
3.75,429,10,43,218
3.125,429,13,15,371
3.75,429,15,14,153
4.375,429,15,22,182
4.375,429,21,26,1225
3.75,429,25,26,482
4.375,429,26,30,889
5,429,33,18,1107
2.5,429,41,25,148
3.75,429,42,18,3886
4.375,429,42,25,1416
5,430,1,0,29
0,430,3,44,421
5,430,6,17,325
4.375,430,6,23,278
3.75,430,6,29,244
3.75,430,7,6,613
3.125,430,9,19,364
4.375,430,10,38,764
4.375,430,22,27,684
3.125,430,25,25,1261
4.375,430,32,26,1080
4.375,430,37,16,548
3.75,430,45,13,2079
4.375,430,48,24,450
3.75,431,1,11,15
0,431,4,30,93
0,431,6,15,204
4.375,431,6,30,7
3.75,431,7,10,992
4.375,431,7,14,102
4.375,431,8,21,1218
1.25,431,8,28,263
3.75,431,11,26,149
5,431,13,19,297
3.125,431,14,10,232
4.375,431,15,24,610
3.75,431,15,36,602
3.75,431,16,6,658
3.75,431,20,35,209
3.125,431,24,24,946
5,431,25,27,214
4.375,431,33,17,135
4.375,431,36,23,993
4.375,431,46,25,543
4.375,432,1,16,26
4.375,432,2,42,51
4.375,432,9,31,399
4.375,432,10,20,1845
3.75,432,12,25,350
3.75,432,13,13,206
1.875,432,14,5,576
4.375,432,29,29,817
3.75,432,49,15,265
3.125,432,54,18,134
4.375,433,4,19,157
4.375,433,4,41,25
3.75,433,9,31,231
4.375,433,10,23,525
4.375,433,11,28,220
3.75,433,12,20,518
4.375,433,13,18,1156
4.375,433,13,30,601
3.75,433,15,21,538
2.5,433,16,20,1152
4.375,433,16,21,168
4.375,433,18,38,160
4.375,433,22,10,254
3.75,433,23,32,400
3.75,433,25,24,917
4.375,433,34,25,128
5,434,2,35,567
3.75,434,5,11,68
3.75,434,5,35,31
4.375,434,7,22,195
4.375,434,7,35,16
3.75,434,9,15,592
3.75,434,16,22,833
3.75,434,17,16,1145
3.125,434,19,31,294
4.375,434,19,37,1232
4.375,434,21,33,1249
4.375,434,22,27,1038
4.375,434,38,23,1395
4.375,434,39,29,124
4.375,434,39,29,745
3.75,434,40,23,199
3.75,434,41,24,198
4.375,435,6,23,54
4.375,435,8,15,199
5,435,9,29,324
0,435,9,32,1664
5,435,10,11,244
3.75,435,11,22,1465
3.125,435,16,18,2059
4.375,435,17,21,1009
3.75,435,17,24,909
4.375,435,22,14,257
4.375,435,27,30,627
3.75,435,28,31,1397
5,435,39,21,514
5,435,43,20,527
4.375,436,3,17,7
5,436,3,45,582
0,436,3,46,404
4.375,436,5,13,155
4.375,436,5,20,225
4.375,436,7,23,19
4.375,436,10,32,725
4.375,436,11,13,306
3.75,436,13,21,1212
3.75,436,19,21,605
4.375,436,19,27,589
3.75,436,21,22,1161
5,436,21,37,1220
3.75,436,31,31,161
3.75,436,52,19,845
3.75,436,55,13,335
4.375,437,3,9,66
4.375,437,4,31,346
5,437,4,37,41
2.5,437,5,27,32
4.375,437,5,30,74
2.5,437,6,17,471
4.375,437,6,29,752
5,437,6,30,66
3.125,437,6,38,408
3.75,437,7,5,52
4.375,437,9,29,620
4.375,437,9,36,342
4.375,437,11,4,643
5,437,16,21,1127
3.75,437,22,31,956
4.375,437,24,15,1136
3.125,437,26,23,625
4.375,437,27,36,1023
3.75,437,31,23,617
3.75,437,34,16,291
3.75,437,36,15,1497
4.375,437,70,8,1957
4.375,438,1,0,41
3.75,438,3,17,11306
3.75,438,4,25,154
3.75,438,6,15,118
5,438,6,40,233
5,438,7,29,267
4.375,438,8,20,35
5,438,8,32,158
4.375,438,9,25,65
2.5,438,10,29,581
0,438,12,40,868
3.75,438,13,14,272
0,438,13,38,465
5,438,23,34,794
0,438,32,7,1245
3.75,438,32,23,158
4.375,438,35,23,251
3.75,438,36,31,1857
3.75,438,41,29,417
3.125,438,42,26,3588
4.375,439,1,15,15
3.75,439,3,24,36
3.75,439,6,34,402
0,439,8,1,13
4.375,439,13,23,806
3.125,439,15,30,912
0,439,15,33,556
3.75,439,20,20,1763
0,439,20,37,17
3.75,439,25,16,686
4.375,439,28,30,366
3.75,439,29,27,126
3.75,439,36,20,571
0,440,3,18,228
2.5,440,3,34,54
3.75,440,5,15,190
4.375,440,6,19,13
3.125,440,7,39,415
3.75,440,13,18,152
3.75,440,20,22,595
3.75,440,22,34,322
3.75,440,31,32,935
4.375,440,34,31,237
3.125,440,35,18,645
3.75,440,41,28,632
3.75,440,55,19,129
5,441,2,11,6
4.375,441,4,22,161
1.875,441,6,37,37
3.75,441,7,41,301
4.375,441,9,28,55
1.25,441,9,31,321
4.375,441,11,8,1050
2.5,441,11,33,15
3.75,441,11,43,706
3.125,441,17,30,526
3.75,441,37,30,593
3.75,441,40,21,5865
4.375,442,5,12,507
3.75,442,5,15,15065
4.375,442,6,24,152
4.375,442,7,23,486
3.125,442,7,24,276
3.125,442,10,24,242
4.375,442,11,0,35
4.375,442,11,36,691
3.75,442,12,18,249
4.375,442,13,15,640
3.75,442,13,18,356
0,442,15,29,695
3.125,442,16,15,120
3.75,442,16,42,12
3.75,442,27,18,1080
3.125,442,37,21,561
5,443,1,0,9
4.375,443,3,47,398
4.375,443,5,13,639
3.75,443,7,19,127
3.125,443,9,18,352
4.375,443,9,26,15
2.5,443,11,1,7032
5,443,11,20,660
4.375,443,12,43,47
4.375,443,13,22,405
3.75,443,24,16,734
3.75,443,26,20,485
0,443,29,24,116178
3.125,443,34,24,678
4.375,443,39,24,898
4.375,444,1,0,36
0,444,1,17,23
4.375,444,2,0,4
4.375,444,5,15,398
0,444,8,20,10
4.375,444,8,28,61
3.125,444,9,22,315
3.75,444,27,30,405
4.375,444,28,22,1026
4.375,444,31,19,832
5,444,31,28,1013
5,444,37,10,102
3.75,444,42,14,984
3.75,444,42,25,114
3.75,444,95,4,10635
4.375,445,4,16,11
4.375,445,4,18,363
4.375,445,5,15,41
4.375,445,5,17,46
2.5,445,6,21,163
4.375,445,6,28,220
4.375,445,7,17,182
4.375,445,7,20,657
3.75,445,7,30,530
3.125,445,8,22,94
2.5,445,10,29,136
4.375,445,14,18,275
3.75,445,17,24,449
5,445,17,37,643
3.75,445,23,19,868
5,445,23,38,220
3.125,445,24,20,432
3.75,445,24,38,662
0,445,34,30,312
4.375,445,55,17,124
4.375,446,6,13,604
3.75,446,6,33,45
3.75,446,8,32,287
4.375,446,14,28,250
3.125,446,23,4,18
3.75,446,30,21,593
3.75,446,38,30,772
5,447,3,16,219
1.25,447,5,17,13
3.75,447,5,26,239
4.375,447,7,20,227
4.375,447,7,27,35
4.375,447,7,30,241
4.375,447,12,14,106
5,447,13,29,463
4.375,447,16,20,579
3.75,447,17,13,904
3.75,447,19,14,1254
3.75,447,19,21,574
4.375,447,19,39,1015
3.75,447,27,29,1504
4.375,447,28,28,680
3.75,447,34,31,556
3.75,447,37,29,1481
3.75,447,39,24,358
4.375,447,46,29,1579
5,448,5,9,66
3.75,448,5,19,235
3.75,448,11,6,44
4.375,448,11,21,289
4.375,448,15,18,379
4.375,448,26,28,229
3.75,448,29,17,1919
4.375,448,29,29,391
4.375,448,40,22,155
3.75,448,44,16,1022
4.375,448,55,20,123
3.75,448,66,18,178
0,449,0,1,48
4.375,449,4,29,66
4.375,449,5,29,48
3.75,449,6,27,158
0,449,12,14,225
3.75,449,14,13,733
4.375,449,15,19,770
3.125,449,28,14,296
4.375,449,28,18,1224
2.5,449,34,34,641
3.75,449,40,15,4029
4.375,449,54,22,314
5,449,57,20,2157
3.125,450,4,15,130
4.375,450,5,21,32
4.375,450,10,18,200
4.375,450,15,30,932
4.375,450,15,37,675
3.125,450,16,42,659
4.375,450,17,8,1552
5,450,18,24,491
3.75,450,21,25,968
3.75,450,25,34,857
2.5,450,27,28,547
4.375,450,35,32,113
3.75,450,40,7,942
4.375,450,40,21,1266
4.375,451,4,15,242
4.375,451,6,26,214
0,451,7,15,241
2.5,451,10,22,533
3.75,451,15,20,1384
3.75,451,16,20,863
5,451,20,16,533
4.375,451,28,33,394
3.75,451,29,7,2494
4.375,451,31,20,794
5,451,32,23,1021
4.375,451,43,24,345
4.375,451,50,26,999
4.375,451,56,10,162
4.375,452,3,41,811
4.375,452,6,34,47
4.375,452,10,24,1001
4.375,452,17,37,612
4.375,452,19,23,486
4.375,452,22,30,400
3.75,452,24,23,696
5,452,24,36,712
4.375,452,27,33,220
3.75,452,35,30,1547
4.375,452,37,25,136
4.375,452,37,29,1276
3.75,452,41,23,701
0,453,2,1,1
4.375,453,5,19,171
4.375,453,6,31,315
4.375,453,8,24,320
4.375,453,10,43,401
4.375,453,13,35,621
4.375,453,14,14,28
3.125,453,16,8,1307
4.375,453,18,12,466
2.5,453,19,37,2030
4.375,453,20,7,1232
3.75,453,24,32,396
3.125,453,42,30,558
0,454,1,0,20
3.125,454,4,18,363
4.375,454,4,28,193
3.75,454,5,22,309
4.375,454,6,30,60
3.75,454,6,47,163
4.375,454,7,12,151
3.75,454,7,33,54
5,454,9,22,281
2.5,454,9,25,77
0,454,10,27,200
0,454,11,19,339
5,454,12,31,311
3.125,454,13,31,2111
4.375,454,14,37,668
4.375,454,17,30,514
3.75,454,19,29,136
4.375,454,20,18,435
3.75,454,21,12,586
3.125,454,22,18,40
5,454,23,34,393
3.75,454,24,24,1167
3.125,454,28,16,805
5,454,28,25,921
3.75,454,28,32,910
3.75,454,31,31,996
3.75,454,32,16,948
4.375,454,39,23,895
0,455,3,41,34
4.375,455,5,26,72
4.375,455,5,41,189
4.375,455,6,27,69
5,455,6,39,1090
4.375,455,8,25,1046
0,455,12,37,1410
4.375,455,13,27,775
3.125,455,13,27,1245
4.375,455,15,29,515
4.375,455,19,38,712
3.125,455,20,35,72
4.375,455,26,14,1335
3.75,455,30,30,346
3.75,455,39,23,1430
4.375,455,43,14,904
3.75,456,1,47,730
4.375,456,4,30,148
4.375,456,5,22,335
4.375,456,5,26,237
4.375,456,10,36,366
4.375,456,11,19,884
4.375,456,11,22,513
4.375,456,15,19,491
3.75,456,15,26,598
0,456,19,31,598
4.375,456,21,17,1275
4.375,456,21,18,627
4.375,456,23,34,430
4.375,456,24,31,1383
4.375,456,35,34,102
4.375,456,37,31,1412
4.375,456,43,22,384
3.125,456,47,27,156
4.375,456,49,21,5766
3.75,457,4,20,202
4.375,457,4,28,105
3.75,457,7,6,141
3.125,457,7,13,277
0,457,10,22,136
3.75,457,10,24,499
4.375,457,11,25,941
4.375,457,14,21,405
3.125,457,16,17,141
3.75,457,16,26,389
4.375,457,16,28,1118
4.375,457,17,15,285
4.375,457,19,26,333
5,457,26,32,1077
4.375,457,27,32,293
4.375,457,31,11,207
3.75,457,31,22,1159
4.375,457,40,24,1271
3.125,457,40,25,1359
4.375,457,49,21,1243
4.375,458,4,24,327
0,458,6,19,293
4.375,458,8,35,69
3.75,458,10,22,318
4.375,458,18,22,588
4.375,458,25,25,353
3.75,458,27,25,586
4.375,458,31,36,267
4.375,458,37,21,1299
5,458,43,18,1278
4.375,458,48,21,222
3.75,458,49,24,231
3.75,459,3,14,74
1.875,459,4,25,38
4.375,459,5,17,386
3.125,459,7,33,113
4.375,459,18,27,1090
3.75,459,29,16,514
5,459,30,33,112
3.125,459,30,33,512
3.125,459,33,24,318
4.375,459,34,29,1727
4.375,459,37,32,830
4.375,459,39,28,994
3.75,459,40,29,771
0,459,41,29,759
4.375,460,6,27,254
3.75,460,6,33,262
5,460,7,31,3
3.75,460,12,31,373
4.375,460,13,35,268
3.75,460,14,43,290
5,460,15,26,66
4.375,460,18,29,104
3.75,460,19,31,113
3.75,460,19,36,738
4.375,460,22,14,407
4.375,460,23,9,654
